transaction_id,date,description,amount,account,category,pending
7da07d6e-6555-45fc-83a3-3308b268a8c2,2025-05-26,APPLE APP STORE,-36.59,Amex Cobalt,entertainment,False
5b57bd9e-8b9c-4fea-9a86-ab77efc12077,2025-05-27,POKE BOX DOWNTOWN,-48.48,Simplii Visa,dining,False
646143ca-dd44-48da-98dd-cbeb81c0dbd5,2025-05-28,SUBWAY #8834,-16.02,Amex Cobalt,dining,False
e78678d2-7c04-40c7-9cde-28ea23d01ae1,2025-05-28,TTC PRESTO RELOAD,-7.4,CIBC Checking,transit,False
8ff38bde-c152-46d9-9cff-c330dc172ccf,2025-05-29,GO TRANSIT FARE,-11.52,CIBC Checking,transit,False
c113f1aa-d854-47db-bfbb-56476335ef75,2025-05-30,POKE BOX DOWNTOWN,-14.76,Amex Cobalt,dining,False
fcd6e5e1-0e53-493f-b91f-1bc7ea298053,2025-05-31,CIBC PAYROLL DEPOSIT,929.3,CIBC Checking,income,True
2d0514e1-0222-4e5a-a8d7-5f7049d68154,2025-05-31,HARVEYS YONGE,-51.04,Amex Cobalt,dining,False
f4c09f93-384b-4e5d-b14c-7ea3d77d936b,2025-06-01,INTERAC E-TFR RENT,-1086.98,CIBC Checking,rent,True
94e94036-65eb-48da-92e0-f21fc3b13c9e,2025-06-01,GOODLIFE FITNESS,-59.51,Amex Cobalt,subscriptions,False
de9eaebd-cbb8-4f60-a09d-57ae3f2fcce5,2025-06-01,STARBUCKS YORKVILLE,-30.71,Simplii Visa,dining,False
d29663f8-e20e-401b-a58b-5fcc7a0db4a9,2025-06-02,SUBWAY #8834,-29.24,Amex Cobalt,dining,False
700640ab-e161-4502-9ba8-2d5f27a4e5a5,2025-06-02,BURRITO BOYZ,-26.81,Simplii Visa,dining,False
4761622b-8a14-4dc7-839f-730961993354,2025-06-03,CHIPOTLE TORONTO,-52.38,Amex Cobalt,dining,False
becac621-5954-456f-8221-b5c355b1e6d2,2025-06-03,HARVEYS YONGE,-50.33,Amex Cobalt,dining,False
af532e01-a4ca-49e5-91cc-d699ef4abdb6,2025-06-03,POKE BOX DOWNTOWN,-12.68,Amex Cobalt,dining,False
ddd8d9bc-a76d-4a32-9a4e-03379ced79e6,2025-06-04,NO FRILLS 0392,-86.53,Simplii Visa,groceries,False
8a4ec5ae-1e7d-4938-908f-fe86d4e35bc7,2025-06-04,SUBWAY #8834,-29.13,Amex Cobalt,dining,False
a10edfc6-14ce-4f41-933f-5f72015cc354,2025-06-05,SPOTIFY CA,-8.28,Amex Cobalt,subscriptions,False
f76030ce-36e0-4cb5-8e5d-9dd2be37cdda,2025-06-05,HARVEYS YONGE,-37.08,Amex Cobalt,dining,False
789c1f26-dfd1-41aa-a492-49e65858261b,2025-06-05,POKE BOX DOWNTOWN,-11.03,Simplii Visa,dining,False
020c12b7-f370-43b7-bdb2-5d9cef97a56a,2025-06-05,BURRITO BOYZ,-58.02,Amex Cobalt,dining,False
24d6ed81-1867-4817-87ab-61fa2b98a34d,2025-06-06,SOBEYS EXPRESS,-97.83,CIBC Checking,groceries,False
6c3762e9-254c-4f50-beb6-8e0621d99043,2025-06-06,GO TRANSIT FARE,-12.89,CIBC Checking,transit,False
8821d2d6-f791-4117-afe0-944d048ef428,2025-06-07,PIZZA PIZZA #2211,-42.42,Amex Cobalt,dining,False
5b4dc237-6847-430a-b9a9-fdbd087f3790,2025-06-07,STARBUCKS YORKVILLE,-31.2,Amex Cobalt,dining,False
594c6e18-e358-45ee-9438-328729ed1ef3,2025-06-07,SUBWAY #8834,-14.14,Simplii Visa,dining,False
7015a949-2046-43ca-b466-d7653316cca9,2025-06-08,STARBUCKS YORKVILLE,-45.56,Amex Cobalt,dining,False
4798ba29-69cb-46d2-8b7c-ec74bbee0086,2025-06-08,CHIPOTLE TORONTO,-44.21,Simplii Visa,dining,False
22162e63-de9c-4b76-a9ac-a940d4d22f18,2025-06-09,CHIPOTLE TORONTO,-55.25,Amex Cobalt,dining,False
a84b6418-22f4-4c56-9322-0a9737cdeb8e,2025-06-12,NETFLIX.COM,-18.18,Amex Cobalt,subscriptions,False
1c6e9ad6-c6a3-4f2b-a669-3e9785d368ba,2025-06-14,BURRITO BOYZ,-23.68,Simplii Visa,dining,False
20eb2d7b-7cd0-4c28-aea4-d187210dedc6,2025-06-15,CIBC PAYROLL DEPOSIT,2658.32,CIBC Checking,income,False
08ab3f63-8ed8-4e3f-8bb5-b1ce32d4624d,2025-06-15,PIZZA PIZZA #2211,-42.54,Simplii Visa,dining,False
9a18db4c-e25d-45a6-8a07-85a7300a1596,2025-06-16,GO TRANSIT FARE,-8.99,CIBC Checking,transit,False
21cced47-eed1-4972-a563-f095b0d08c25,2025-06-17,NO FRILLS 0392,-98.25,CIBC Checking,groceries,False
4b6d7372-43a5-4e4d-b8b6-4b1a413538e6,2025-06-17,STARBUCKS YORKVILLE,-41.01,Simplii Visa,dining,False
0bf59596-5b19-44c2-836f-7da18f0aaabc,2025-06-17,FRESHII KING ST,-23.27,Simplii Visa,dining,False
5142efa6-0133-4ba2-af22-02cda77505f8,2025-06-17,SUBWAY #8834,-16.39,Simplii Visa,dining,False
6900fd34-255f-4b95-869a-d79258d4c63d,2025-06-18,PIZZA PIZZA #2211,-23.81,Amex Cobalt,dining,False
a66f4409-add8-432a-a445-e9fee51e10f8,2025-06-18,OSMOW'S SHAWARMA,-22.63,Simplii Visa,dining,False
0fd15d29-0b38-4bfa-bccb-67cc99715092,2025-06-18,OSMOW'S SHAWARMA,-15.92,Simplii Visa,dining,False
e78d3ce6-b749-44f4-ac0e-09deae4547b9,2025-06-19,PIZZA PIZZA #2211,-16.68,Amex Cobalt,dining,False
e7e5b8e4-b46b-42a3-bdb7-5103fdc2b7d4,2025-06-19,SUBWAY #8834,-9.18,Amex Cobalt,dining,False
9b72a1b8-e2cb-46a4-8cad-d4532bab695e,2025-06-20,AMAZON PRIME CA,-9.52,Amex Cobalt,subscriptions,False
b2098a26-a7fa-4cc6-9d99-b81ba13e14d8,2025-06-20,HARVEYS YONGE,-9.6,Simplii Visa,dining,False
6f024caa-240c-4c5c-a139-06df52499879,2025-06-21,AMAZON.CA,-120.13,Capital One Mastercard,shopping,False
74d95c6d-0605-4fd3-badf-59044411e266,2025-06-22,FARM BOY QUEEN ST,-46.78,CIBC Checking,groceries,False
9d56ef8b-a4f5-46d7-a44a-bef1ed329c99,2025-06-22,FRESHCO DANFORTH,-43.74,Simplii Visa,groceries,False
4b529c03-a505-4dee-9137-ce6282724c08,2025-06-22,POKE BOX DOWNTOWN,-48.76,Simplii Visa,dining,False
a840b2c2-d192-4fe4-bace-c7a009e516b6,2025-06-22,CHIPOTLE TORONTO,-34.05,Amex Cobalt,dining,False
3104289f-6475-4411-a7dc-d8f7ffae9dc5,2025-06-22,BURRITO BOYZ,-27.81,Simplii Visa,dining,False
ab697d1d-5d9f-4883-b9fc-61da414f8314,2025-06-23,MCDONALD'S BLOOR,-36.97,Simplii Visa,dining,False
1079515c-e974-43c5-984d-c2f9c6641719,2025-06-24,BELL CANADA INTERNET,-153.69,CIBC Checking,utilities,False
d67736d5-9abd-4c02-a2b6-7af0ee0233c4,2025-06-24,MCDONALD'S BLOOR,-47.78,Amex Cobalt,dining,False
129a6afa-eeec-4908-a8ca-37a9fe2f2033,2025-06-25,FARM BOY QUEEN ST,-110.21,Simplii Visa,groceries,True
5659d79b-2081-4ded-ab5d-c071813a5af7,2025-06-25,PIZZA PIZZA #2211,-20.16,Amex Cobalt,dining,False
3796cacd-db21-4333-aa9a-53cc2f79bf46,2025-06-26,STARBUCKS YORKVILLE,-12.56,Amex Cobalt,dining,False
f9e66376-14f4-4edf-8fc0-9a4020ec1abf,2025-06-26,BEST BUY #0921,-145.84,Capital One Mastercard,shopping,False
0bf31bb0-19ab-4d30-b38e-d296a006e6e9,2025-06-27,POKE BOX DOWNTOWN,-36.79,Amex Cobalt,dining,False
c4c89e1e-8f33-436c-8ce2-b5a4d03aae85,2025-06-28,HARVEYS YONGE,-32.02,Amex Cobalt,dining,False
7f4901d5-cca1-4cf1-a643-5e86bd9df8c5,2025-06-28,TIM HORTONS #4421,-40.77,Amex Cobalt,dining,False
501ba6d8-3450-4bcb-9932-2c11977803c2,2025-06-28,STARBUCKS YORKVILLE,-44.38,Simplii Visa,dining,False
12c25613-301b-40ec-8614-141f75defcb4,2025-06-29,MCDONALD'S BLOOR,-19.16,Amex Cobalt,dining,False
ffb620f8-2ff8-47d8-a650-86392e6a373a,2025-06-30,CIBC PAYROLL DEPOSIT,929.3,CIBC Checking,income,False
abac91f8-59c0-4e8e-8661-c7a20603ecdc,2025-06-30,UBER TRIP 8X9K,-18.77,CIBC Checking,transit,False
5745e110-a096-4616-b3b2-feb6780c1246,2025-07-01,INTERAC E-TFR RENT,-1086.98,CIBC Checking,rent,False
c525be29-2fe4-4395-9908-55894a283b48,2025-07-01,GOODLIFE FITNESS,-59.51,Amex Cobalt,subscriptions,False
80f80863-5271-4db7-b1d3-6ec9012d1f87,2025-07-02,FRESHII KING ST,-45.41,Simplii Visa,dining,False
c5579dc8-cd33-407d-b539-66ff9401da1e,2025-07-02,PIZZA PIZZA #2211,-40.62,Amex Cobalt,dining,False
2a3db136-1527-4789-beaf-0b2dbe9138a4,2025-07-03,UBER TRIP 8X9K,-10.63,CIBC Checking,transit,False
839e86e8-02a4-4a50-8ece-cade538d8f11,2025-07-05,SPOTIFY CA,-8.28,Amex Cobalt,subscriptions,False
da13e371-801c-4e8e-917b-6e24428c17b7,2025-07-05,LOBLAWS STORE 4821,-51.21,Simplii Visa,groceries,False
09c70efd-3df8-479c-a93a-232bb524fc2a,2025-07-05,STEAM GAMES,-48.34,Amex Cobalt,entertainment,False
116022d7-2e8c-4118-937e-965c766cbade,2025-07-06,SOBEYS EXPRESS,-54.28,CIBC Checking,groceries,False
0b06d473-850e-48a5-a466-5e3aff1dda73,2025-07-07,TIM HORTONS #4421,-52.54,Amex Cobalt,dining,False
5aa875b1-624c-4c1a-9ac9-bb2cdc614aeb,2025-07-09,WINNERS YONGE,-94.33,Capital One Mastercard,shopping,False
bd86d0cb-e278-4ca6-a591-edd0421a7a1a,2025-07-10,SOBEYS EXPRESS,-99.51,Simplii Visa,groceries,False
4e0856e7-e17c-4784-9c4b-88db4912b278,2025-07-11,BEST BUY #0921,-139.89,Capital One Mastercard,shopping,False
b71d80aa-ff90-48cf-8d89-876b6b6a6077,2025-07-12,NETFLIX.COM,-18.18,Amex Cobalt,subscriptions,False
bad64c29-ee0d-49a8-b6b5-7e6dfd3b97b0,2025-07-13,NO FRILLS 0392,-66.71,Simplii Visa,groceries,False
1ad2652f-5c76-4e8f-94ac-802265a2df28,2025-07-13,STARBUCKS YORKVILLE,-12.39,Amex Cobalt,dining,False
7c4c5921-f70d-448d-9609-62fd991509d7,2025-07-15,CIBC PAYROLL DEPOSIT,2658.32,CIBC Checking,income,False
6a4a5a65-f3cf-49b0-86b7-c7691d802d74,2025-07-15,TTC PRESTO RELOAD,-15.78,CIBC Checking,transit,False
2a588d68-4111-4b86-acd0-3c61f5a0ffef,2025-07-17,TORONTO HYDRO,-168.31,CIBC Checking,utilities,False
b4e05e0e-8754-4c7d-991d-3313b2675cb7,2025-07-17,PIZZA PIZZA #2211,-30.47,Amex Cobalt,dining,False
74955c9a-bbf6-4b61-9263-e25d0b89a037,2025-07-17,STEAM GAMES,-10.91,Amex Cobalt,entertainment,False
e27c2233-1b48-4faa-bdd1-cff3b533b38a,2025-07-19,FRESHII KING ST,-29.62,Amex Cobalt,dining,False
7ebbd033-a41f-4e38-882f-fd5d863f2fc8,2025-07-20,AMAZON PRIME CA,-9.52,Amex Cobalt,subscriptions,False
0e1e5bec-e029-47cf-a2d4-3271f9c56e39,2025-07-20,STARBUCKS YORKVILLE,-41.79,Amex Cobalt,dining,False
1eef4bb8-8e5b-496b-8861-354aa7a1bf3c,2025-07-20,STARBUCKS YORKVILLE,-10.16,Simplii Visa,dining,False
998986a5-68b7-46f3-b793-3df154f1422c,2025-07-22,FRESHII KING ST,-33.69,Simplii Visa,dining,False
fbff8d60-245f-4aab-bf54-ce583d269a72,2025-07-22,HARVEYS YONGE,-15.52,Amex Cobalt,dining,False
0605d2e0-0264-4daa-a966-8a1c704d9f2b,2025-07-22,UNIQLO TORONTO,-38.03,Amex Cobalt,shopping,True
601fb88f-0316-4c00-857b-f36c3bd88328,2025-07-24,HARVEYS YONGE,-47.44,Amex Cobalt,dining,False
c70fe751-65f6-4ac0-97a1-760b38214e5a,2025-07-28,OSMOW'S SHAWARMA,-38.37,Amex Cobalt,dining,False
c3099494-d1b4-4eff-8738-56853376172e,2025-07-29,SHOPPERS DRUG MART,-43.76,Simplii Visa,health,True
8056ece6-ee56-4a13-b5e9-e6582b4bf52a,2025-07-30,MCDONALD'S BLOOR,-25.15,Amex Cobalt,dining,False
05919cb7-f87f-4e10-a196-a329285e7781,2025-07-31,CIBC PAYROLL DEPOSIT,929.3,CIBC Checking,income,False
3a32ca6d-842f-41e6-9f52-b84b9a6be4e6,2025-08-01,INTERAC E-TFR RENT,-1086.98,CIBC Checking,rent,False
8d954d36-8fc4-4eb8-9812-b65527ab7e93,2025-08-01,GOODLIFE FITNESS,-59.51,Amex Cobalt,subscriptions,False
b26451b3-5ba4-475d-a9bd-2e8b5a6882e9,2025-08-01,REXALL PHARMACY,-76.7,Simplii Visa,health,False
eed1dcd2-c81f-48aa-b57b-29eab8be1aa9,2025-08-02,TIM HORTONS #4421,-15.29,Simplii Visa,dining,False
06dd1ab6-abb2-4899-903f-0dc58263f1e0,2025-08-03,OSMOW'S SHAWARMA,-22.62,Amex Cobalt,dining,False
4bcd9959-23f6-49d5-bc23-52d9874f4652,2025-08-04,STARBUCKS YORKVILLE,-21.88,Amex Cobalt,dining,False
df711e52-1d36-425a-9eab-c9c0fb630611,2025-08-05,SPOTIFY CA,-8.28,Amex Cobalt,subscriptions,False
467e319b-7bdd-4c8a-9597-1092e847cbfa,2025-08-06,CHIPOTLE TORONTO,-13.65,Simplii Visa,dining,False
423a47af-6987-4962-b202-4fed3ad3d4a6,2025-08-09,MCDONALD'S BLOOR,-25.24,Amex Cobalt,dining,False
0653201c-d599-4e46-81a3-7ad4dc8541c0,2025-08-10,HARVEYS YONGE,-47.97,Amex Cobalt,dining,False
59f65ec5-5e3c-48a9-988a-6a278842a534,2025-08-12,NETFLIX.COM,-18.18,Amex Cobalt,subscriptions,False
b1d28f6f-44de-4898-8918-6a381a39a537,2025-08-12,NO FRILLS 0392,-39.93,CIBC Checking,groceries,False
9494b933-0517-4907-95ef-c4892d063971,2025-08-12,PIZZA PIZZA #2211,-19.97,Simplii Visa,dining,False
ed368c74-7f20-404f-8b4a-40b881f71ccd,2025-08-14,OSMOW'S SHAWARMA,-45.8,Amex Cobalt,dining,False
60426e5d-d622-492f-84a9-fc8d11ee998d,2025-08-15,CIBC PAYROLL DEPOSIT,2658.32,CIBC Checking,income,False
e2a1f758-4844-47f2-87f8-d72c8037757f,2025-08-15,FRESHCO DANFORTH,-88.4,Simplii Visa,groceries,False
1b951b24-81fd-4fdd-828b-60909129e83d,2025-08-17,CHIPOTLE TORONTO,-9.12,Simplii Visa,dining,False
51a231a7-74b0-4f63-9932-cd2c066644cd,2025-08-18,TIM HORTONS #4421,-42.96,Amex Cobalt,dining,False
33925c18-2e59-4b24-9cec-4b2fcaaf1aaa,2025-08-20,AMAZON PRIME CA,-9.52,Amex Cobalt,subscriptions,False
e7814a1f-81f8-4149-adfd-55321edf4f92,2025-08-20,FARM BOY QUEEN ST,-88.88,CIBC Checking,groceries,False
0053a5bf-c1d0-4b04-8ef6-c758b005d3a3,2025-08-20,INDIGO BOOKS,-89.91,Capital One Mastercard,shopping,False
cfcb84df-500b-4495-8ffe-64cd89c2f37c,2025-08-21,BURRITO BOYZ,-54.6,Simplii Visa,dining,False
e2cee138-44b5-409e-ad21-ce615be142f4,2025-08-22,FRESHCO DANFORTH,-142.54,Simplii Visa,groceries,False
131d88ff-2ca7-46c7-a351-0489f0bac20c,2025-08-22,POKE BOX DOWNTOWN,-30.82,Simplii Visa,dining,False
335e5148-7807-4de7-9466-6b0de7ac91fc,2025-08-22,SUBWAY #8834,-55.63,Amex Cobalt,dining,False
9b75faff-5d96-4413-aab8-acbf57356b94,2025-08-23,HARVEYS YONGE,-35.07,Amex Cobalt,dining,False
ee28cf91-35bc-403d-a176-a8ca1c9e387a,2025-08-24,SDM PHARMACY #0821,-30.36,Simplii Visa,health,False
155e3e79-686f-4faa-b63f-674b7144e437,2025-08-25,OSMOW'S SHAWARMA,-36.81,Simplii Visa,dining,False
aeb4cf21-5828-4726-b02e-8b566e9c3a10,2025-08-26,UBER TRIP 8X9K,-21.26,CIBC Checking,transit,False
cbaf1564-58a1-420f-b86f-6b1830e351f9,2025-08-27,HARVEYS YONGE,-42.29,Amex Cobalt,dining,False
29dde28e-a5c8-49c9-934b-34e37ecb5a73,2025-08-28,UBER TRIP 8X9K,-11.16,CIBC Checking,transit,False
a8a70dc7-a9ad-4aa0-9cc1-2ea2af52cd30,2025-08-29,TIM HORTONS #4421,-50.97,Amex Cobalt,dining,False
49cfbe76-0107-43e2-b58d-5749efbb00c9,2025-08-29,HARVEYS YONGE,-13.6,Amex Cobalt,dining,False
9519cf00-3b32-4754-a707-81f58bfbcdf6,2025-08-29,APPLE APP STORE,-22.69,Amex Cobalt,entertainment,False
4698c621-55ff-442e-b282-63ab4539e06d,2025-08-30,FARM BOY QUEEN ST,-98.61,CIBC Checking,groceries,False
9b3b063b-0579-458a-905a-f15c7135be10,2025-08-31,CIBC PAYROLL DEPOSIT,929.3,CIBC Checking,income,False
2a5df65a-062f-4137-92eb-df7b7b485a70,2025-08-31,LOBLAWS STORE 4821,-86.82,Simplii Visa,groceries,False
1f6cd9a3-8ff1-497e-b775-ed77be361c14,2025-09-01,INTERAC E-TFR RENT,-1086.98,CIBC Checking,rent,False
85a5299b-875f-4b90-baac-ff31f7a33395,2025-09-01,GOODLIFE FITNESS,-59.51,Amex Cobalt,subscriptions,False
bf4d158f-86c6-44a8-ad0b-89a01b0181f0,2025-09-01,STARBUCKS YORKVILLE,-34.98,Simplii Visa,dining,False
1737516b-a34f-4a2b-9e36-d916481f8ad0,2025-09-01,PIZZA PIZZA #2211,-21.65,Amex Cobalt,dining,False
7b367f4b-6af4-41fc-989a-2dde4ac939c7,2025-09-02,STARBUCKS YORKVILLE,-48.14,Simplii Visa,dining,False
a9e8abdc-37f4-4cb6-a978-8ce81ff5d7a5,2025-09-05,SPOTIFY CA,-8.28,Amex Cobalt,subscriptions,True
c8ce2eec-08f1-457c-91ed-cda229fe37a0,2025-09-06,FRESHII KING ST,-24.43,Simplii Visa,dining,True
97d52a23-dd3d-4665-be24-96a1fad32990,2025-09-07,WINNERS YONGE,-133.07,Amex Cobalt,shopping,True
cecbab41-2391-4f90-86a6-ee6cd2d344ec,2025-09-07,APPLE APP STORE,-30.03,Amex Cobalt,entertainment,False
4dd4730a-7a07-4f75-adcc-9a018ec552ce,2025-09-08,LOBLAWS STORE 4821,-35.39,Simplii Visa,groceries,False
efe03373-12c8-4c5e-911e-100e469d54df,2025-09-08,METRO #1204,-149.09,CIBC Checking,groceries,False
ba4cfd5d-712e-4756-9e32-208b777465dd,2025-09-09,LOBLAWS STORE 4821,-142.33,CIBC Checking,groceries,False
a43b142f-f07b-45ab-8e22-b37e3a08592b,2025-09-09,TIM HORTONS #4421,-46.83,Simplii Visa,dining,True
05f352a4-9622-4d65-a68f-7e4ec83ac006,2025-09-10,LYFT TORONTO,-20.1,CIBC Checking,transit,False
3748d4c1-e465-47de-bff0-d94acb1fcfdd,2025-09-12,NETFLIX.COM,-18.18,Amex Cobalt,subscriptions,False
ecbdf615-277c-4d86-a28d-a57766bfda33,2025-09-12,NO FRILLS 0392,-82.21,CIBC Checking,groceries,False
8f019f79-ff45-4681-8855-695267bdd30c,2025-09-12,POKE BOX DOWNTOWN,-54.32,Simplii Visa,dining,False
eb105761-b5fa-4c6c-be2e-e09e4bb42f96,2025-09-12,HARVEYS YONGE,-42.41,Simplii Visa,dining,False
0f489feb-a884-4df2-acdf-7d6da57e1480,2025-09-12,BURRITO BOYZ,-56.71,Amex Cobalt,dining,False
28b5360e-9e87-47b0-8356-83ab0415125a,2025-09-13,METRO #1204,-49.75,Simplii Visa,groceries,False
7d788b2e-b2ef-4eec-a5a3-47a664a11b4d,2025-09-13,NO FRILLS 0392,-137.0,Simplii Visa,groceries,False
ce153a37-6904-4f01-b6af-7acb5f353bfc,2025-09-13,FRESHII KING ST,-12.91,Amex Cobalt,dining,False
1fe9f4c4-2e91-4919-a556-a8037ee10717,2025-09-13,UNIQLO TORONTO,-95.92,Capital One Mastercard,shopping,False
5295f61a-c0f0-4673-9958-62784caba454,2025-09-13,TTC PRESTO RELOAD,-9.83,CIBC Checking,transit,False
db07739c-fbe8-4b7c-ad14-f803797a1579,2025-09-14,FARM BOY QUEEN ST,-60.72,CIBC Checking,groceries,False
e93c3335-72a7-439e-80b4-bb7a1ef4f783,2025-09-15,CIBC PAYROLL DEPOSIT,2658.32,CIBC Checking,income,False
bc51893a-c4f4-45b3-b7de-869f0258c93a,2025-09-15,PHYSIOPLUS CLINIC,-10.98,Simplii Visa,health,False
6ea7812d-bc9a-48dc-8db0-276b91a3f905,2025-09-17,UNIQLO TORONTO,-715.56,Capital One Mastercard,shopping,False
6e664b38-93b7-475e-93b5-533fbc65adda,2025-09-20,AMAZON PRIME CA,-9.52,Amex Cobalt,subscriptions,False
e7a2aee5-07bb-4c9d-831b-4a49be0a585c,2025-09-20,PIZZA PIZZA #2211,-27.43,Amex Cobalt,dining,False
a1af6859-4f7e-44a9-9ab8-49b3e14003e5,2025-09-22,PIZZA PIZZA #2211,-54.46,Simplii Visa,dining,False
01dbbc1d-bab0-4dfb-9a20-47045479a997,2025-09-22,HARVEYS YONGE,-20.53,Simplii Visa,dining,False
